titre,fin_semaine_1,boxoffice_1,boxoffice_2,film_id_allocine
La Voleuse de livres,12/02/2014,67842,33837,204237
Que Dios Nos Perdone,16/08/2017,67682,50729,240866
Zulu,11/12/2013,137545,77917,190335
Les Rivières pourpres 2 - Les Anges de l'Apocalypse,25/02/2004,908719,500163,47703
Lascars,24/06/2009,222993,157423,27920
L'Homme qui voulait vivre sa vie,10/11/2010,454568,324833,172762
A l’ombre des filles,20/04/2022,25250,21387,279941
Suspiria,21/11/2018,22409,9010,138600
Blackthorn,31/08/2011,307,23777,183357
Alpha,29/08/2018,93087,44600,242772
Ip Man 3,25/01/2016,784839,,236464
De l'ombre à la lumière,21/09/2005,167074,86742,28787
Sons of Philadelphia,02/06/2021,15334,5809,264525
"Kiss kiss, bang bang",21/09/2005,154354,95932,56061
La Coccinelle revient,10/08/2005,379298,255566,57736
The Operative,07/08/2019,40711,16959,262566
Les Femmes du Bus 678,06/06/2012,61176,51142,193512
The Bay,26/06/2013,53615,22882,185284
LOL USA,19/09/2012,41163,21618,178506
Un Amour sans fin,18/06/2014,3188,533,220112
En Guerre,23/05/2018,100977,67017,255425
Bug,28/02/2007,29486,3245556,57476
Le Prix de la loyauté,10/12/2008,108773,39640,108978
The Rider,04/04/2018,30218,20831,255624
Eva,14/03/2018,87548,48093,252200
Rifkin's Festival,20/07/2022,39643,21719,271974
Wasabi - La petite moutarde qui monte au nez,07/11/2001,565507,287057,36284
Jumping the Broom,09/05/2011,15215487,7066190,182973
La Vie très privée de Monsieur Sim,23/12/2015,98836,57398,229905
Comment tuer son Boss ?,24/08/2011,245150,210525,111406
Ibiza,17/07/2019,135916,74744,264956
Le mystère de la chambre jaune,18/06/2003,158505,220099,48862
Paycheck,03/03/2004,311308,175271,48692
Julieta,25/05/2016,234345,163216,234404
Zombillénium,25/10/2017,74608,83552,223661
Hell,08/03/2006,71287,,60203
Chambre 212,16/10/2019,139312,99228,270751
Le Tableau,30/11/2011,21352,28188,190796
Le Maître du jeu,24/03/2004,174188,97752,43930
The Children,28/10/2009,10438,4177,140887
Légion - L'Armée des anges,31/03/2010,87715,57208,134196
Selfie,22/01/2020,97445,43345,265262
Petite Fleur,15/06/2022,15757,7698,280198
« Peu m'importe si l'Histoire nous considère comme des barbares »,27/02/2019,1284,1110,266037
Le Papillon,25/12/2002,161583,282763,46422
My Son,10/11/2021,34698,12304,286901
Souris City,06/12/2006,374153,234047,57967
Tout en haut du monde,03/02/2016,41340,30542,213641
The Jacket,31/08/2005,179700,90958,28937
Personal Shopper,21/12/2016,54203,18896,237879
Adventureland : un job d'été à éviter,06/04/2009,5722039,3353618,130961
End of Watch,21/11/2012,67342,27779,196315
Brüno,29/07/2009,133801,58834,123259
3 Zéros,01/05/2002,509201,306555,28369
La Colline a des yeux 2,27/06/2007,193755,71517,119662
La Nuit des rois,15/09/2021,2258,1157,285624
Kung Fu Panda 3,06/04/2016,779229,635882,194397
"Habib, la grande aventure",26/04/2023,2117,506,287328
Coco,25/03/2009,1806263,621810,129150
My Movie Project,26/06/2013,39743,15392,189172
Animal Kingdom,04/05/2011,34066,23006,140140
Dreamgirls,07/03/2007,216381,90422,60581
Ali,06/03/2002,505352,227680,28356
I Wish - Faites un vœu,02/08/2017,167240,85996,249201
Rire et châtiment,29/01/2003,400145,282212,44935
Vertige,01/07/2009,43488,30811,138682
Pyramide,13/05/2015,109776,74834,230345
Bros,26/10/2022,11110,3667,271549
Hit The Road,04/05/2022,25480,16536,293472
Lucky Luke,28/10/2009,879832,610316,125611
Le Petit monde de Charlotte,14/02/2007,105232,98818,60132
Ultimate Game,16/09/2009,185120,80564,128866
Spirit : l'indomptable,04/08/2021,118045,87914,277937
Suis-moi je te fuis,18/05/2022,11537,6807,283715
Shortbus,15/11/2006,48535,28385,110133
Sanctum,02/03/2011,165235,59072,122066
Fleur du désert,17/03/2010,66699,42966,138826
Mince alors 2 !,29/12/2021,45542,12812,270879
Predators,21/07/2010,325659,145917,142987
Gentille,21/12/2005,47008,26420,57667
Boy Erased,03/04/2019,36106,16233,256813
Revanche,27/09/2017,70,47,229426
Twilight - Chapitre 3 : hésitation,14/07/2010,2001000,805529,143994
Nous étions soldats,24/04/2002,105893,20212543,35139
L'Ordre et la morale,23/11/2011,100867,33281,131422
Stella,19/11/2008,31470,2583,131014
Cyprien,04/03/2009,360301,191348,135816
L'Enquête - The International,18/03/2009,129131,108007,128082
Poséidon,21/06/2006,240953,252315,60016
13 fantômes,23/01/2002,147613,15600000,28363
Le Petit Poucet,24/10/2001,343523,313520,28884
Target,28/03/2012,186074,98663,178074
La Vraie vie des profs,27/02/2013,183664,128382,209672
Flag Day,06/10/2021,36741,14158,243574
La Grande Aventure Lego 2,27/02/2019,207748,149682,226917
Freedom,04/12/2019,2540,678,271116
Le Couperet,09/03/2005,260436,170822,57679
Qu'un seul tienne et les autres suivront,16/12/2009,12438,7168,141945
"Ce soir, je dors chez toi",28/11/2007,261274,141925,109666
Stronger,14/02/2018,9357,2752,230249
Easy Girl,20/09/2010,17734040,10700000,145481
Tom et Jerry,02/06/2021,87570,81889,268680
Willy 1er,26/10/2016,13026,5598,246811
Fanfan La Tulipe,21/05/2003,473568,288627,44653
Brendan et le secret de Kells,18/02/2009,28646,28494,110254
Marock,22/02/2006,63290,,60727
La source des femmes,09/11/2011,233230,155272,178832
Stay,02/08/2006,101633,45192,52495
Le Grand Méchant Renard et autres contes,28/06/2017,125891,148554,249654
Le Monde après nous,27/04/2022,11831,4092,290271
Une Vie Violente,16/08/2017,41298,26259,241686
Divergente 3 : au-delà du mur,16/03/2016,787050,571521,225920
Larguées,25/04/2018,215864,260620,255741
Tous à l'Ouest : une aventure de Lucky Luke,12/12/2007,152539,78349,108989
Josep,07/10/2020,61028,49187,268348
La grande séduction,05/05/2004,149470,142991,52613
Les Mythos,20/07/2011,70427,11626,183099
La Personne aux deux personnes,25/06/2008,108849,82057,124092
"Alberto Giacometti, The Final Portrait",13/06/2018,9810,4733,235293
Le Code A Changé,25/02/2009,762912,376181,128181
Cendrillon,10/08/2005,38457,21156,38826
The Crazies,16/06/2010,93876,42810,136101
Don Jon,01/01/2014,165325,68526,203316
Monsieur Batignole,13/03/2002,422335,467844,32636
Tempura,27/07/2022,15217,12987,287852
Coach Carter,24/08/2005,81541,35968,53829
Vol 93,19/07/2006,160628,116282,108587
Planes,09/10/2013,69702,433188,183447
Sammy 2,22/08/2012,227490,177229,194660
Le Roi Scorpion,08/05/2002,247615,168825,29140
Knock,25/10/2017,279670,145402,248962
Les Vacances du Petit Nicolas,16/07/2014,887210,441042,220705
The Collector,03/08/2009,3576296,1275753,147800
Slender Man,13/08/2018,11371866,4801712,247350
Strictly Criminal,02/12/2015,185014,80683,142528
Click : Télécommandez votre vie,11/10/2006,102686,69935,47179
Les Femmes de ses rêves,05/12/2007,266966,148181,61180
American girls,09/05/2001,93401,36023,34132
Aliens vs. Predator - Requiem,09/01/2008,375509,139997,120576
Léviathan,01/10/2014,45178,40345,228247
En équilibre,22/04/2015,171786,125511,228005
Une vie de chat,22/12/2010,100469,71039,125119
Pulse,08/03/2023,18,30,282063
Le Roi cerf,11/05/2022,11756,4417,292928
Les Innocentes,17/02/2016,182733,139538,231540
Mademoiselle de Joncquières,19/09/2018,150424,136355,250824
À la rencontre de Forrester,25/04/2001,239902,150412,26884
Feu follet,21/09/2022,8026,4231,303761
Momo,03/01/2018,328156,174152,250465
Half Nelson,25/07/2007,22746,9478,109793
The Canyons,26/03/2014,11097,3371,208744
Un Chat Un Chat,01/04/2009,17420,9085,137664
Possédée,02/01/2013,177224,107878,187900
Death Sentence,23/01/2008,49817,4231321,111545
Bowling,18/07/2012,8310,167913,192566
Garden State,27/04/2005,134036,59294,47751
Un ticket pour l'espace,25/01/2006,236928,129787,55467
Hotel Rwanda,06/04/2005,53785,41800,55666
Blood Simple,01/08/2018,2286,1494,25453
Chacun chez soi,09/06/2021,89041,40025,275354
Le Dernier jour de ma vie,06/03/2017,4690214,3000782,241033
Le Congrès,10/07/2013,18080,7426,141806
Saw 4,28/11/2007,294553,164043,125198
Hopper et le hamster des ténèbres,23/02/2022,211019,94585,290193
Aya de Yopougon,24/07/2013,44926,29347,194895
Tralala,13/10/2021,41732,22652,279867
Bloody Milkshake,28/07/2021,10853,2926,270809
Dog Pound,30/06/2010,82872,64540,137312
Le Monde d’après 2,19/04/2023,76,90,313572
Blair Witch,28/09/2016,105852,62216,241777
Salt,01/09/2010,672870,278604,130203
Petit Paysan,06/09/2017,129263,102125,255702
Fairytale,17/05/2023,1060,662,306096
Éperdument,09/03/2016,113006,43478,232134
La Loi du marché,20/05/2015,29619,218275,233913
Belle,30/07/2014,945,197,223209
Incognito,06/05/2009,450026,312733,133038
Les Gagnants,20/04/2022,35199,13826,297021
Raoul Taburin,24/04/2019,79627,54283,253750
Saw 5,12/11/2008,312943,112560,130153
Piro Piro,08/02/2023,6853,7039,307792
Marie-Francine,07/06/2017,370214,170472,247484
L'Exorciste : au commencement,24/11/2004,168761,102634,41504
La Promesse,06/12/2017,7809,3025,238649
Le Château de Cagliostro,30/01/2019,3360,1704,12958
La Chambre des morts,21/11/2007,85043,25141,121778
Dirty Dancing 2,01/03/2004,5811325,2850000,46694
Another Earth,12/10/2011,28,6205,189994
De bas étage,11/08/2021,4981,1432,279380
Ben-Hur,14/09/2016,185275,128668,217537
L'Extravagant voyage du jeune et prodigieux T.S. Spivet,16/10/2013,682,229808,199842
The Grandmaster,24/04/2013,168364,94465,146716
La Journée de la jupe,01/04/2009,38047,25957,142311
Low Cost,15/06/2011,145549,60846,176563
Victoria : les jeunes années d'une reine,29/07/2009,61648,24598,126288
The Gambler,29/12/2014,9300000,6300000,197080
L'Affaire Rachel Singer,22/06/2011,88044,49654,136044
Pauline et François,29/09/2010,13725,6639,174394
Le Secret des poignards volants,24/11/2004,219629,122123,56871
Mysterious Skin,06/04/2005,13722,,59125
Michael Kohlhaas,21/08/2013,55160,39958,197189
The Old Man & The Gun,22/10/2018,2134481,,220594
The Immigrant,04/12/2013,146077,76986,194666
The King's Daughter,24/01/2022,750000,,227862
Sur la route,30/05/2012,150754,100529,181593
Angles d'attaque,26/03/2008,265553,121640,111083
Millenium : Ce qui ne me tue pas,21/11/2018,96163,51062,242475
DIamant Noir,15/06/2016,30773,17588,229925
Cyrano,06/04/2022,2350,9,285707
Cowboys & envahisseurs,31/08/2011,453467,227010,137425
Identité Secrète,05/10/2011,295438,181827,178184
Scary Movie 2,01/08/2001,945404,458101,28914
The Cursed,21/02/2022,1721708,,273323
Terra Willy - Planète inconnue,10/04/2019,41215,31978,264225
PS 2 - Ponniyin Selvan Partie 2,01/05/2023,3813000,,313408
Fête de famille,11/09/2019,153691,72263,265431
L'Echange,11/04/2001,75740,,26855
Before Midnight,03/07/2013,41776,16645,208883
Control,03/10/2007,39402,27581,94896
Tel Aviv – Beyrouth,08/02/2023,7188,3092,290898
A Perfect Enemy,05/01/2022,2824,1017,278813
Hero,01/10/2003,329213,173502,47263
Dans les forêts de Sibérie,22/06/2016,80433,62629,234346
Camille Redouble,12/09/2012,4362,244443,189370
Gangsterdam,05/04/2017,215260,97070,244978
Donne-moi ta main,18/08/2010,9321,3281,139966
Silvio et les autres,07/11/2018,23741,9347,249973
Les Marches du Pouvoir,02/11/2011,282054,119621,131737
Hors de contrôle,24/02/2010,209517,90713,136018
Blindness,15/10/2008,25808,1950260,119191
Nos pires voisins,13/08/2014,309858,205303,196199
La Fille de Brest,30/11/2016,167114,101107,194177
Les Chroniques de Riddick,25/08/2004,334301,206400,41134
Sex Doll,14/12/2016,3155,1115,239043
L'Imaginarium du Docteur Parnassus,18/11/2009,240437,138117,131723
Parker,24/04/2013,124735,83090,193283
Seven swords,07/12/2005,46218,18313,53825
Amen,06/03/2002,307342,231203,29197
Daybreakers,10/03/2010,117073,58602,128678
Hansel & Gretel : Witch Hunters,13/03/2013,357266,286266,175244
Liberté,03/03/2010,81403,45196,137350
"Paris, je t'aime",28/06/2006,172566,69013,46401
Toni Erdmann,24/08/2016,104459,80306,228026
Emprise,22/05/2002,70722,4200000,28919
Le Vent de la liberté,17/04/2019,51078,25260,242028
David et Madame Hansen,05/09/2012,67278,23415,192291
Birth,10/11/2004,84065,59006,48084
Timbuktu,17/12/2014,180826,129674,225923
Juste une nuit,23/11/2022,6580,3254,299437
Sinbad - la légende des sept mers,16/07/2003,255559,234916,45135
Amel & les fauves,03/05/2023,1039,473,294337
Pitch Perfect 3,03/01/2018,112185,57168,236998
Shaft,17/06/2019,8901419,,235640
Peppermint,19/09/2018,85402,55940,256044
Chacun pour tous,07/11/2018,170481,67248,257498
Le Cercle littéraire de Guernesey,20/06/2018,61610,39312,196612
Lucky Strike,15/07/2020,34808,21373,282031
The Secret Man - Mark Felt,08/11/2017,13803,3544,242448
Chicago,05/03/2003,358350,214230,41244
L'Ile,14/06/2023,346,322,282361
Magic baskets,08/07/2002,12179420,7833279,42992
Magic in the Moonlight,29/10/2014,369909,254921,220980
Serena,19/11/2014,61821,17294,178556
Le Transporteur III,03/12/2008,678945,321329,133730
Mi$e à prix,08/08/2007,60246,36561,108528
Les Recettes du bonheur,17/09/2014,92995,43936,221960
Tu veux ou tu veux pas,08/10/2014,431620,298018,222030
Le Mytho - Just Go With It,30/03/2011,126302,77689,176518
Max Payne,19/11/2008,247578,109110,132426
Braquage à l'ancienne,10/05/2017,175604,84040,233405
The Dinner,17/11/2010,852,23527839,53738
Réussir ou mourir,01/03/2006,317867,173785,58160
Les herbes folles,11/11/2009,190223,110803,132036
Wallace et Gromit : le Mystère du lapin-garou,19/10/2005,452343,517056,55129
Projet Almanac,04/03/2015,135499,58229,213772
Welcome Back,01/06/2015,9670235,,210785
Désobéissance,20/06/2018,49119,25701,250658
Every Day,26/02/2018,3016149,1542354,256956
Selma,18/03/2015,135639,132812,175581
L'Attrape-rêves,02/11/2016,3554,706,225946
L'Âge de glace 3 - Le Temps des dinosaures,08/07/2009,2403734,1923620,126112
Trance,15/05/2013,124297,67435,193485
La Cité Rose,03/04/2013,89642,41543,205577
Star Trek Sans limites,24/08/2016,344813,184694,215770
The Lunchbox,18/12/2013,66709,60189,220884
Convoi exceptionnel,20/03/2019,81523,21263,260836
La Isla mínima,22/07/2015,69268,52071,224766
Fonzy,06/11/2013,226676,120666,219309
Le Chasseur et la reine des glaces,27/04/2016,391290,182073,217040
D'où l'on vient,30/06/2021,27128,14374,176634
Kick-Ass 2,28/08/2013,375017,190705,178979
Incontrôlable,15/02/2006,341685,248531,59991
Le Pacte,11/01/2012,253128,122843,135419
T’as pécho ?,05/08/2020,109661,66018,275360
Les Ardennes,20/04/2016,19135,12084,216964
Piégée,18/07/2012,92437,41454,172392
To Rome with Love,11/07/2012,236378,139535,192634
Divergente 2 : l’insurrection,25/03/2015,1172398,503369,221361
L'Heure de la sortie,16/01/2019,40701,17529,256852
La Princesse de Montpensier,10/11/2010,290136,203220,136359
Good Boys,28/08/2019,76808,37519,258241
Radio Metronom,11/01/2023,7028,3369,303680
Somewhere,12/01/2011,233005,108180,145724
L'Âge de glace 2,12/04/2006,2171810,1723886,60180
Le Drôle de Noël de Scrooge,25/11/2009,87220,411874,129922
Qu'un sang impur...,29/01/2020,8569,2670,269982
Little,26/06/2019,2441,15405455,263043
De nos frères blessés,30/03/2022,24444,14896,268283
Hardcore Henry,20/04/2016,32575,14983,232837
La Fille du puisatier,27/04/2011,468552,343020,146276
L'Homme qui tua Don Quichotte,23/05/2018,40212,37276,138557
La Colle,26/07/2017,102968,45828,251981
Ondine,30/09/2020,23017,12006,271953
"Thirst, ceci est mon sang",07/10/2009,29697,16330,135413
"Wonderland, le royaume sans pluie",07/08/2019,19356,10321,273484
Abuela,13/04/2022,45509,25007,286148
42,15/04/2013,27487144,17721410,135624
La Liste de mes envies,04/06/2014,142751,65634,212674
The Party,20/09/2017,21193,12757,248414
Le Hérisson,08/07/2009,204716,176406,135234
Victor et Célia,01/05/2019,63877,23284,267527
Une affaire d'Etat,02/12/2009,103515,37625,127440
Vénus noire,03/11/2010,101704,50928,137366
La Comtesse,28/04/2010,43294,31233,61081
La Fille au bracelet,19/02/2020,144499,87993,262182
L'Affaire Collini,04/05/2022,21272,11894,251646
La Meute,06/10/2010,21898,2407,141753
Date limite,17/11/2010,418659,205684,169922
Les Fantômes d’Ismaël,24/05/2017,173994,85357,246082
Goal ! : naissance d'un prodige,19/10/2005,165007,129094,56435
Dommage collatéral,10/07/2002,160874,15180000,28802
Destination finale 4,02/09/2009,508830,221213,132767
Pas son genre,07/05/2014,124082,107424,203982
La Boîte noire,09/11/2005,235194,149242,57912
Dans un recoin de ce monde,13/09/2017,14301,9550,252039
Rédemption,18/09/2006,14414630,9456617,57851
Les Seigneurs de Dogtown,27/07/2005,36373,13271,50858
Thank You For Your Service,30/10/2017,3817700,2207855,221989
La Dream Team,30/03/2016,137639,45831,242269
Rio 2,16/04/2014,668971,661620,206727
L'Arbre,18/08/2010,122440,72567,142643
The Night,01/02/2021,11010,4557,285245
La Mort de Staline,11/04/2018,61495,44337,239812
Les Portes de la gloire,20/06/2001,171712,77285,29251
La Tête en friche,09/06/2010,335335,300549,170300
Palais Royal!,30/11/2005,953105,529552,57961
Un secret,10/10/2007,458730,331466,110700
Song To Song,19/07/2017,34155,20671,196965
Le Dernier des Templiers,19/01/2011,368501,237695,139382
Madame Bovary,11/11/2015,19810,8035,205758
Parvana,04/07/2018,56155,34687,240153
Amour & turbulences,10/04/2013,198795,99843,209664
La Prophétie de l'horloge,03/10/2018,243245,153602,257034
Cinéman,04/11/2009,216142,69249,124373
Roxane,19/06/2019,138925,65592,265424
Cœurs vaillants,18/05/2022,11488,5798,285572
Mais qui a tué Pamela Rose ?,11/06/2003,325920,159829,47702
Le Redoutable,20/09/2017,72473,31255,247254
Fighting,01/07/2009,13749,11155,130615
Carnets de voyage,15/09/2004,148254,128954,33464
Astro Boy,16/12/2009,82811,74507,53750
L'Avenir,13/04/2016,102832,74051,233500
Marie Madeleine,04/04/2018,50726,21884,244531
Bande de sauvages,20/06/2007,150362,146272,110242
In the Fade,24/01/2018,127128,58408,231371
Kérity la maison des contes,23/12/2009,139803,101766,145282
5 ans de Réflexion,08/08/2012,18229,4420,134544
Azuro,06/04/2022,11228,3862,283708
Coup de foudre à Manhattan,19/03/2003,463509,119527,28768
Horns,08/10/2014,110016,65951,173989
Vilaine,19/11/2008,316363,251852,123751
Chili 1976,29/03/2023,21613,11388,303483
Les Malheurs de Sophie,27/04/2016,191612,120575,234318
